id,name,carrier_id,carrier_name,carrier_state,premium,deductible,coverage_type,network_type,benefits,exclusions,rating,last_updated
plan_NY_115,Univera Healthcare Gold Plan 2,46477,Univera Healthcare,NY,778.0,1167.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.361987
plan_TX_226,Aetna Basic Plan 1,91716,Aetna,TX,253.0,1778.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.381303
plan_TX_228,Aetna Silver Plan 3,91716,Aetna,TX,400.0,1421.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.381303
plan_TX_227,Aetna Premium Plan 2,91716,Aetna,TX,792.0,1389.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.381303
plan_TX_223,Aetna CVS Health Bronze Plan 2,58840,Aetna CVS Health,TX,279.0,2174.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.380301
plan_TX_222,Aetna CVS Health Standard Plan 1,58840,Aetna CVS Health,TX,389.0,1501.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.380301
plan_TX_224,Aetna CVS Health Gold Plan 3,58840,Aetna CVS Health,TX,705.0,1032.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.380301
plan_TX_225,Aetna CVS Health Premium Plan 4,58840,Aetna CVS Health,TX,779.0,1270.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.380301
plan_TX_156,Assurant Health Basic Plan 1,10055,Assurant Health,TX,294.0,1882.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.368988
plan_TX_217,Assurant Health Basic Plan 2,58483,Assurant Health,TX,314.0,2768.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.379302
plan_TX_219,Assurant Health Basic Plan 4,58483,Assurant Health,TX,325.0,2309.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.380301
plan_TX_218,Assurant Health Silver Plan 3,58483,Assurant Health,TX,339.0,2173.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.379302
plan_TX_216,Assurant Health Silver Plan 1,58483,Assurant Health,TX,342.0,1476.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.379302
plan_TX_157,Assurant Health Standard Plan 2,10055,Assurant Health,TX,493.0,1615.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.368988
plan_TX_221,Assurant Health Standard Plan 2,28020,Assurant Health,TX,514.0,2378.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.380301
plan_TX_220,Assurant Health Gold Plan 1,28020,Assurant Health,TX,542.0,996.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.380301
plan_TX_231,Baylor Scott and White Health Plan Silver Plan 3,40788,Baylor Scott and White Health Plan,TX,572.0,1045.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.381303
plan_TX_230,Baylor Scott and White Health Plan Premium Plan 2,40788,Baylor Scott and White Health Plan,TX,581.0,564.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.381303
plan_TX_229,Baylor Scott and White Health Plan Gold Plan 1,40788,Baylor Scott and White Health Plan,TX,708.0,1275.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.381303
plan_TX_155,Community Health Choice Basic Plan 3,11718,Community Health Choice,TX,329.0,2181.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.367990
plan_TX_154,Community Health Choice Standard Plan 2,11718,Community Health Choice,TX,571.0,2098.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.367990
plan_TX_153,Community Health Choice Premium Plan 1,11718,Community Health Choice,TX,707.0,684.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.367990
plan_TX_197,Guarantee Trust Life Insurance Company Bronze Plan 1,23430,Guarantee Trust Life Insurance Company,TX,233.0,1409.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.376301
plan_TX_198,Guarantee Trust Life Insurance Company Bronze Plan 2,23430,Guarantee Trust Life Insurance Company,TX,251.0,1182.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.376301
plan_TX_200,Guarantee Trust Life Insurance Company Gold Plan 4,23430,Guarantee Trust Life Insurance Company,TX,656.0,650.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.377300
plan_TX_199,Guarantee Trust Life Insurance Company Gold Plan 3,23430,Guarantee Trust Life Insurance Company,TX,705.0,1481.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.376301
plan_TX_159,Knights of Columbus Basic Plan 2,89764,Knights of Columbus,TX,304.0,2601.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.368988
plan_TX_161,Knights of Columbus Bronze Plan 4,89764,Knights of Columbus,TX,357.0,1365.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.369991
plan_TX_158,Knights of Columbus Standard Plan 1,89764,Knights of Columbus,TX,550.0,1594.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.368988
plan_TX_160,Knights of Columbus Gold Plan 3,89764,Knights of Columbus,TX,709.0,1134.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.369991
plan_TX_207,National Foundation Life Insurance Standard Plan 3,76388,National Foundation Life Insurance,TX,304.0,1282.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.378303
plan_TX_206,National Foundation Life Insurance Basic Plan 2,76388,National Foundation Life Insurance,TX,399.0,2022.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.378303
plan_TX_205,National Foundation Life Insurance Premium Plan 1,76388,National Foundation Life Insurance,TX,777.0,781.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.377300
plan_TX_203,New York Life Insurance Company Basic Plan 3,83915,New York Life Insurance Company,TX,294.0,1747.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.377300
plan_TX_201,New York Life Insurance Company Standard Plan 1,83915,New York Life Insurance Company,TX,432.0,1455.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.377300
plan_TX_202,New York Life Insurance Company Standard Plan 2,83915,New York Life Insurance Company,TX,458.0,1679.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.377300
plan_TX_204,New York Life Insurance Company Premium Plan 4,83915,New York Life Insurance Company,TX,657.0,1391.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.377300
plan_TX_168,PacifiCare Life and Health Insurance Co Basic Plan 2,23336,PacifiCare Life and Health Insurance Co,TX,202.0,1684.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.371294
plan_TX_169,PacifiCare Life and Health Insurance Co Premium Plan 3,23336,PacifiCare Life and Health Insurance Co,TX,537.0,1455.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.371294
plan_TX_167,PacifiCare Life and Health Insurance Co Gold Plan 1,23336,PacifiCare Life and Health Insurance Co,TX,719.0,523.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.371294
plan_TX_170,PacifiCare Life and Health Insurance Co Gold Plan 4,23336,PacifiCare Life and Health Insurance Co,TX,798.0,608.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.372301
plan_TX_215,Principal Life Insurance Company Bronze Plan 4,90453,Principal Life Insurance Company,TX,219.0,1655.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.379302
plan_TX_214,Principal Life Insurance Company Gold Plan 3,90453,Principal Life Insurance Company,TX,574.0,1328.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.379302
plan_TX_212,Principal Life Insurance Company Premium Plan 1,90453,Principal Life Insurance Company,TX,626.0,869.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.378303
plan_TX_213,Principal Life Insurance Company Premium Plan 2,90453,Principal Life Insurance Company,TX,719.0,1089.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.379302
plan_TX_184,Prudential Insurance Company of America Basic Plan 4,52061,Prudential Insurance Company of America,TX,242.0,1917.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.374303
plan_TX_181,Prudential Insurance Company of America Premium Plan 1,52061,Prudential Insurance Company of America,TX,504.0,1457.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.373304
plan_TX_182,Prudential Insurance Company of America Silver Plan 2,52061,Prudential Insurance Company of America,TX,513.0,2227.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.373304
plan_TX_183,Prudential Insurance Company of America Premium Plan 3,52061,Prudential Insurance Company of America,TX,734.0,1124.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.373304
plan_TX_211,State Farm Mutual Automobile Ins. Co. Gold Plan 4,19455,State Farm Mutual Automobile Ins. Co.,TX,607.0,1465.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.378303
plan_TX_209,State Farm Mutual Automobile Ins. Co. Gold Plan 2,19455,State Farm Mutual Automobile Ins. Co.,TX,643.0,550.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.378303
plan_TX_208,State Farm Mutual Automobile Ins. Co. Premium Plan 1,19455,State Farm Mutual Automobile Ins. Co.,TX,709.0,1396.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.378303
plan_TX_210,State Farm Mutual Automobile Ins. Co. Gold Plan 3,19455,State Farm Mutual Automobile Ins. Co.,TX,786.0,522.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.378303
plan_TX_177,Thrivent Financial for Lutherans Bronze Plan 4,46284,Thrivent Financial for Lutherans,TX,310.0,1620.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.373304
plan_TX_175,Thrivent Financial for Lutherans Premium Plan 2,46284,Thrivent Financial for Lutherans,TX,572.0,1195.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.372301
plan_TX_174,Thrivent Financial for Lutherans Premium Plan 1,46284,Thrivent Financial for Lutherans,TX,672.0,1388.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.372301
plan_TX_176,Thrivent Financial for Lutherans Premium Plan 3,46284,Thrivent Financial for Lutherans,TX,774.0,1075.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.372301
plan_TX_179,Trustmark Insurance Company Bronze Plan 2,59454,Trustmark Insurance Company,TX,250.0,2329.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.373304
plan_TX_178,Trustmark Insurance Company Standard Plan 1,59454,Trustmark Insurance Company,TX,463.0,1333.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.373304
plan_TX_180,Trustmark Insurance Company Premium Plan 3,59454,Trustmark Insurance Company,TX,599.0,1262.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.373304
plan_TX_172,Trustmark Life Insurance Company Basic Plan 2,67885,Trustmark Life Insurance Company,TX,327.0,2017.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.372301
plan_TX_171,Trustmark Life Insurance Company Basic Plan 1,67885,Trustmark Life Insurance Company,TX,356.0,1201.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.372301
plan_TX_173,Trustmark Life Insurance Company Bronze Plan 3,67885,Trustmark Life Insurance Company,TX,392.0,1321.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.372301
plan_TX_232,UniCare Life & Health Insurance Company Bronze Plan 1,67449,UniCare Life & Health Insurance Company,TX,289.0,1401.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.382303
plan_TX_233,UniCare Life & Health Insurance Company Basic Plan 2,67449,UniCare Life & Health Insurance Company,TX,395.0,1024.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.382303
plan_TX_234,UniCare Life & Health Insurance Company Premium Plan 3,67449,UniCare Life & Health Insurance Company,TX,597.0,501.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.382303
plan_TX_165,UnitedHealthOne Bronze Plan 1,26847,UnitedHealthOne,TX,225.0,2499.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.369991
plan_TX_166,UnitedHealthOne Bronze Plan 2,26847,UnitedHealthOne,TX,235.0,2508.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.371294
plan_TX_194,UnitedHealthcare Basic Plan 2,40220,UnitedHealthcare,TX,207.0,2880.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.376301
plan_TX_196,UnitedHealthcare Silver Plan 4,40220,UnitedHealthcare,TX,306.0,2189.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.376301
plan_TX_185,UnitedHealthcare Basic Plan 1,94055,UnitedHealthcare,TX,392.0,1942.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.374303
plan_TX_195,UnitedHealthcare Silver Plan 3,40220,UnitedHealthcare,TX,408.0,897.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.376301
plan_TX_190,UnitedHealthcare Silver Plan 2,78987,UnitedHealthcare,TX,435.0,2088.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.375302
plan_TX_186,UnitedHealthcare Premium Plan 2,94055,UnitedHealthcare,TX,507.0,753.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.374303
plan_TX_187,UnitedHealthcare Silver Plan 3,94055,UnitedHealthcare,TX,543.0,2094.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.374303
plan_TX_193,UnitedHealthcare Premium Plan 1,40220,UnitedHealthcare,TX,549.0,1236.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.376301
plan_TX_188,UnitedHealthcare Premium Plan 4,94055,UnitedHealthcare,TX,590.0,982.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.374303
plan_TX_192,UnitedHealthcare Premium Plan 2,98809,UnitedHealthcare,TX,661.0,1033.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.375302
plan_TX_189,UnitedHealthcare Gold Plan 1,78987,UnitedHealthcare,TX,676.0,1061.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.375302
plan_TX_191,UnitedHealthcare Premium Plan 1,98809,UnitedHealthcare,TX,766.0,1013.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.375302
plan_TX_162,UnitedHealthcare Life Insurance Company Bronze Plan 1,70619,UnitedHealthcare Life Insurance Company,TX,253.0,1381.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.369991
plan_TX_164,UnitedHealthcare Life Insurance Company Bronze Plan 3,70619,UnitedHealthcare Life Insurance Company,TX,258.0,1843.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.369991
plan_TX_163,UnitedHealthcare Life Insurance Company Premium Plan 2,70619,UnitedHealthcare Life Insurance Company,TX,649.0,1443.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.369991
